id,type,name,address,number,state,city,zip,lat,lon,point
9454,Pharmacy,Cain Group,969 Meredith Via,153-471-9244,NY,Jackson Heights,11372,40.751146,-73.882508,"(40.75114600000001, -73.882508)"
9455,Pharmacy,Smith-Conley,446 Santana Gardens,568-480-5474,NH,Manchester,3102,43.007883,-71.494561,"(43.007883, -71.494561)"
9456,Pharmacy,"Williams, Velasquez and Holmes",6951 Tyler Mills,901-380-3801,TN,Culleoka,38451,35.493211,-87.093094,"(35.49321099999999, -87.093094)"
9457,Pharmacy,Stevens-Phillips,50198 Ball Lane Apt. 044,328-365-4815,TN,Chattanooga,37450,35.221092,-85.209082,"(35.221092, -85.209082)"
9458,Pharmacy,Huang LLC,76910 Shelly Shoals,312-503-1456,DC,Washington,20303,38.893311,-77.014647,"(38.893311, -77.014647)"
9459,Pharmacy,"Marshall, Mathews and Gamble",1025 Helen Canyon,547-037-9257,NJ,Spotswood,8884,40.385707,-74.393249,"(40.385707, -74.393249)"
9460,Pharmacy,"Stein, Bailey and Kelley",20494 Stanley Neck Suite 864,733-498-6484,NJ,Princeton Junction,8550,40.266858,-74.651101,"(40.266858, -74.651101)"
9461,Pharmacy,"Torres, Tanner and Torres",39385 Davis Union Suite 911,580-503-6968,IN,Winona Lake,46590,41.232725,-85.826346,"(41.232725, -85.826346)"
9462,Hospital,"Keith, Hampton and Moran",01477 Reynolds Ridge Apt. 219,652-074-6196,NY,Quaker Street,12141,42.731771,-74.185395,"(42.731771, -74.185395)"
9463,Pharmacy,"Reyes, Cohen and Ibarra",4335 Tyler Fork,436-169-8750,AL,Blountsville,35031,34.091285,-86.559625,"(34.091285, -86.559625)"
9464,Hospital,Nelson-Hernandez,391 Michael Manor,737-210-9124,IN,Fortville,46040,39.894912,-85.792762,"(39.894912, -85.792762)"
9465,Pharmacy,Cameron-Brown,963 Murray Cliff Suite 278,802-069-2841,NY,Far Rockaway,11693,40.59846,-73.81427,"(40.59846, -73.81427)"
9466,Hospital,"Williams, Porter and Morgan",35439 Adkins Mission,760-124-1539,WV,Linn,26384,38.913649,-80.831256,"(38.913649, -80.83125600000002)"
9467,Pharmacy,Anderson-Wells,7637 Armstrong Estate,600-552-3954,NC,Smyrna,28579,34.873922,-76.587097,"(34.873922, -76.587097)"
9468,Pharmacy,"Francis, Black and Williams",8182 Nixon Port Apt. 667,537-207-2580,DC,Washington,20460,38.876362,-77.018798,"(38.876362, -77.018798)"
9469,Pharmacy,"Powers, Brandt and Young",968 Walter Crossing,407-133-4726,CA,Hughson,95326,37.545683,-120.966091,"(37.545683, -120.966091)"
9470,Hospital,"Wright, Murray and Cardenas",7679 Christopher Trail Suite 753,240-534-6745,MO,Hazelwood,63042,38.7844,-90.399166,"(38.7844, -90.399166)"
9471,Pharmacy,"Calhoun, Barnes and Moreno",9575 Shaw Route Apt. 785,549-132-8857,MO,Ewing,63440,40.008146,-91.710266,"(40.008146, -91.710266)"
9472,Pharmacy,"Sweeney, Kelly and Hall",2377 Lang Crest,387-070-1272,CO,Denver,80248,39.738752,-104.408349,"(39.73875200000001, -104.408349)"
9473,Hospital,Duncan LLC,1740 Robert Port Suite 786,542-105-7933,KS,Burlington,66839,38.236316,-95.733598,"(38.236316, -95.733598)"
9474,Pharmacy,Ortiz-Lewis,27775 Dalton Ranch,606-572-5696,RI,Warwick,2888,41.7473,-71.411088,"(41.7473, -71.411088)"
9475,Pharmacy,Keller-Paul,859 Samantha Gateway,374-378-0669,CA,Littlerock,93543,33.786594,-118.298662,"(33.786594, -118.298662)"
9476,Pharmacy,"Cruz, Anderson and Keller",113 Garcia Street,859-404-6417,OR,Arch Cape,97102,45.810934,-123.962989,"(45.810934, -123.962989)"
9477,Pharmacy,Nichols-Bailey,59580 Mason Causeway,834-398-5531,CA,Los Angeles,90103,33.786594,-118.298662,"(33.786594, -118.298662)"
9478,Hospital,Powell and Sons,28558 Parker Cape,721-567-5419,OK,Grove,74345,36.603587,-94.72974,"(36.603587, -94.72974)"
9479,Pharmacy,Hill-Taylor,473 Bailey Lakes,982-358-0555,AL,Mobile,36606,30.66709,-88.1052,"(30.66709, -88.1052)"
9480,Pharmacy,Salazar and Sons,5723 Samuel Rapids Suite 308,745-103-5962,IA,Corydon,50060,40.777093,-93.327355,"(40.777093, -93.327355)"
9481,Pharmacy,Freeman and Sons,45603 Erika Stream Apt. 950,293-201-6901,AR,Brinkley,72021,34.883421,-91.194574,"(34.88342100000001, -91.194574)"
9482,Hospital,"Ward, Carter and Stanley",72411 Jones Drive,105-398-5204,TX,Dallas,75334,32.67,-96.61,"(32.67, -96.61)"
9483,Hospital,"Bryant, Williams and Coffey",097 Malone Trafficway,844-657-0530,KY,Philpot,42366,37.719598,-86.929674,"(37.719598, -86.929674)"
9484,Pharmacy,Kent-Gallegos,7338 Herrera Lane Suite 183,800-027-6114,NY,Whippleville,12995,44.805681,-74.252254,"(44.805681, -74.25225400000002)"
9485,Pharmacy,Hancock-Williamson,74576 Anne Camp Suite 616,217-230-7903,AL,Altoona,35952,34.07097,-86.209599,"(34.07097, -86.209599)"
9486,Pharmacy,Henry and Sons,7437 Cobb Path Apt. 529,756-600-9000,AR,Little Rock,72222,34.751918,-92.392487,"(34.751918, -92.392487)"
9487,Pharmacy,Hampton-Williams,94340 Kayla Squares Apt. 585,958-158-7903,TX,Friona,79035,34.627408,-102.784361,"(34.627408, -102.784361)"
9488,Hospital,"White, Oliver and Reyes",278 Schmitt Estate,754-591-5796,MO,Bois D Arc,65612,37.224385,-93.540803,"(37.224385, -93.540803)"
9489,Pharmacy,"Arias, Lopez and Doyle",1058 Harris Lights Apt. 866,523-214-4721,VA,Waverly,23890,36.973687,-77.12993,"(36.973687, -77.12993)"
9490,Hospital,"Hampton, Shepard and Rivera",727 Kristy Lane Apt. 315,761-379-7826,NY,Endwell,13762,42.206745,-75.74488,"(42.206745, -75.74488000000002)"
9491,Hospital,Harrington-Middleton,33995 Mia Mill,987-607-5427,WA,East Olympia,98540,46.978118,-122.702393,"(46.978118, -122.702393)"
9492,Pharmacy,Joyce-Ruiz,43432 Williams Meadows Apt. 006,246-114-4857,SC,Pickens,29671,34.873784,-82.712484,"(34.873784, -82.712484)"
9493,Pharmacy,Medina-Miller,451 Martin Meadow,218-743-7220,MI,Lincoln,48742,44.65922,-83.454865,"(44.65922, -83.454865)"
9494,Pharmacy,Valentine LLC,3587 Francis Valley Suite 375,479-847-8652,OK,Hunter,74640,36.563723,-97.662492,"(36.563723, -97.662492)"
9495,Hospital,"Smith, Reyes and Castillo",5795 Lisa Islands,477-749-3126,MD,Long Green,21092,39.438964,-76.592139,"(39.438964, -76.592139)"
9496,Pharmacy,"Snyder, King and Anderson",19671 Felicia Summit,730-075-2019,TX,Garland,75047,32.767268,-96.777626,"(32.767268, -96.777626)"
9497,Pharmacy,"Evans, Vasquez and Burton",3219 Juarez Garden Apt. 803,550-623-2066,VT,Ripton,5766,43.979315,-73.010663,"(43.979315, -73.010663)"
9498,Pharmacy,"Reyes, Thomas and Christensen",3489 Michelle Stravenue,275-316-1082,MD,Reisterstown,21136,39.487615,-76.796347,"(39.48761500000001, -76.796347)"
9499,Pharmacy,"Barber, Hill and Jackson",86841 Green Row Suite 688,219-044-0784,NC,Charlotte,28243,35.26002,-80.804151,"(35.26002000000001, -80.804151)"
9500,Pharmacy,Conley-Compton,08730 Kimberly Prairie Apt. 039,657-484-4142,TN,Murfreesboro,37133,35.859565,-86.420958,"(35.859565, -86.420958)"
9501,Pharmacy,"Bennett, Gonzales and Delacruz",082 Evelyn Flats,569-877-9467,IA,Burt,50522,43.183395,-94.177422,"(43.183395, -94.177422)"
9502,Pharmacy,"Keller, Sanchez and James",39983 Mary Wall Apt. 988,169-871-3330,FL,Winter Haven,33881,28.06374,-81.711071,"(28.063740000000006, -81.71107099999998)"
9503,Pharmacy,Crane Inc,0313 Travis Lane,375-045-7749,MA,Medway,2053,42.156282,-71.427663,"(42.156282, -71.427663)"
9504,Pharmacy,Cruz-Moore,153 Luke Lights Apt. 656,390-160-8476,NY,Endwell,13762,42.206745,-75.74488,"(42.206745, -75.74488000000002)"
9505,Hospital,Kennedy-Mclaughlin,083 Smith Spurs,949-569-4711,OR,Corvallis,97333,44.467218,-123.337762,"(44.467218, -123.337762)"
9506,Pharmacy,"Best, Rollins and Williams",22388 Ryan Passage,685-077-0188,PA,Bakerstown,15007,40.434436,-80.024817,"(40.434436, -80.024817)"
9507,Pharmacy,"Christensen, Jones and Gibson",76510 Daniel Walks,362-442-8532,WA,Raymond,98577,46.653496,-123.657572,"(46.653496, -123.657572)"
9508,Pharmacy,Chaney-Lutz,263 Moran Passage,900-047-4161,DC,Washington,20548,38.898111,-77.017698,"(38.898111, -77.017698)"
9509,Pharmacy,Grant and Sons,893 Hudson Union Suite 200,401-711-7271,CO,Almont,81210,38.820006,-106.660278,"(38.820006, -106.660278)"
9510,Pharmacy,"Hill, Huff and Fields",963 Phelps Turnpike Suite 738,807-338-1329,WV,Athens,24712,37.452346,-81.00916,"(37.452346, -81.00916)"
9511,Pharmacy,Stuart and Sons,62730 Allison Knoll Suite 679,336-080-0734,ME,Little Deer Isle,4650,44.641873,-68.391481,"(44.641873, -68.391481)"
9512,Hospital,Beck-Sanchez,67819 Steven Pines Suite 360,214-841-4897,OR,Richland,97870,44.794629,-117.229802,"(44.794629, -117.229802)"
9513,Hospital,"Dixon, Welch and Alexander",5196 Jessica Meadow Apt. 285,607-256-6634,MI,Homer,49245,42.144355,-84.848182,"(42.144355, -84.848182)"
9514,Pharmacy,Murray-Phillips,89434 Green Manor Suite 470,259-726-3704,UT,Wellsville,84339,41.637826,-111.917588,"(41.637826, -111.917588)"
9515,Pharmacy,Guzman and Sons,448 Caroline Vista,231-302-1186,TX,Teague,75860,31.627713,-96.21236,"(31.627713, -96.21236)"
9516,Hospital,Ramsey-Wells,25229 Kenneth Pines,795-864-5176,NY,Elmira,14903,42.119824,-76.887659,"(42.119824, -76.887659)"
9517,Pharmacy,"Ramirez, Todd and Gray",3957 Dixon Trail,740-709-0648,SC,Gray Court,29645,34.595311,-82.114703,"(34.595310999999995, -82.114703)"
9518,Pharmacy,"Brennan, Robinson and Khan",917 Hansen Valleys Suite 747,795-071-9123,SC,Florence,29504,34.041582,-79.693294,"(34.041582, -79.693294)"
9519,Pharmacy,"Walsh, Fleming and Carrillo",70806 Michelle Mill Suite 706,549-228-2242,OH,Miamiville,45147,39.213739,-84.300232,"(39.213739, -84.300232)"
9520,Pharmacy,Vang-Rivera,6387 Curtis Plains,573-536-7262,IL,Anchor,61720,40.568549,-88.722113,"(40.568549, -88.72211300000002)"
9521,Pharmacy,"Joseph, Pruitt and Ortiz",31866 Hughes Freeway,780-816-1664,ME,Frankfort,4438,44.632657,-68.849975,"(44.632657, -68.849975)"
9522,Pharmacy,"Munoz, Roman and Smith",623 Obrien Expressway,304-042-3464,MT,Reed Point,59069,45.743871,-109.522372,"(45.743871, -109.522372)"
9523,Pharmacy,Williams-Erickson,1215 Anderson Run Apt. 775,990-841-7808,NY,Coram,11727,40.922326,-72.637078,"(40.922326, -72.637078)"
9524,Pharmacy,Murphy-Mendoza,95702 Ramirez Spurs,496-578-2739,WV,Charleston,25338,38.296818,-81.554655,"(38.296818, -81.55465500000003)"
9525,Hospital,Knapp-Douglas,11381 Alexander Manors,346-813-0541,NC,Raleigh,27608,35.80895,-78.646238,"(35.80895, -78.646238)"
9526,Pharmacy,"Carter, Odom and Fowler",2282 Patricia Spurs,479-675-4238,OH,Malta,43758,39.632381,-81.908715,"(39.632381, -81.908715)"
9527,Pharmacy,Abbott-Castillo,69044 Michael Junctions Suite 930,835-714-3052,VA,Markham,22643,38.895454,-78.004435,"(38.895454, -78.004435)"
9528,Pharmacy,Gonzales LLC,82159 Ralph Radial,350-558-5820,LA,Belcher,71004,32.774283,-93.883624,"(32.774283000000004, -93.883624)"
9529,Pharmacy,"Cook, Henry and Powell",0514 Krystal Bridge,850-509-4003,PA,Hopwood,15445,39.876835,-79.671812,"(39.876835, -79.671812)"
9530,Hospital,Thomas-Estrada,91948 Susan Harbor,624-031-8672,CO,Montrose,81401,38.443069,-108.050689,"(38.443069, -108.050689)"
9531,Pharmacy,Fernandez and Sons,362 Phillip Skyway,423-697-5306,TX,Dime Box,77853,30.277104,-96.892115,"(30.277104, -96.892115)"
9532,Hospital,Morrison-Wolf,07074 Felicia Port Apt. 132,222-881-9253,PA,Oliver,15472,39.918319,-79.715837,"(39.918319, -79.715837)"
9533,Pharmacy,Harmon-Hunt,640 Baker Stravenue,986-739-7395,IL,Mooseheart,60539,41.823928,-88.334023,"(41.823928, -88.334023)"
9534,Pharmacy,Davis-Contreras,707 Mullins Brook Suite 167,684-679-6404,NJ,Flagtown,8821,40.566553,-74.599801,"(40.566553000000006, -74.599801)"
9535,Pharmacy,Gonzalez-Blevins,37112 Michael Extension,739-485-8702,VT,Randolph,5060,43.985803,-72.694098,"(43.985803, -72.694098)"
9536,Pharmacy,Gibbs-Alexander,226 Tim Way Apt. 905,619-608-2642,CA,Shasta Lake,96089,40.657893,-122.427333,"(40.657893, -122.427333)"
9537,Hospital,Brady and Sons,01084 Jessica Stravenue,582-455-1125,LA,Patterson,70392,29.751746,-91.383904,"(29.751746, -91.383904)"
9538,Hospital,Collins-Campbell,804 Darrell Lakes Apt. 864,606-124-6035,CA,Sacramento,95866,38.377411,-121.444429,"(38.377411, -121.444429)"
9539,Pharmacy,"Cohen, Jordan and Copeland",521 Davis Village Suite 467,187-532-7551,FL,Fellsmere,32948,27.775251,-80.609403,"(27.775251, -80.609403)"
9540,Pharmacy,Harrell Ltd,97448 Morgan Estates,430-509-1610,CA,Diamond Bar,91765,33.786594,-118.298662,"(33.786594, -118.298662)"
9541,Pharmacy,White-Johnson,53147 Rojas Ways Suite 291,455-581-3134,AK,Koyuk,99753,64.755604,-165.672344,"(64.755604, -165.67234399999995)"
9542,Pharmacy,Vasquez Inc,5735 Erik Ville,438-608-8644,IN,Tyner,46572,41.325513,-86.260569,"(41.325513, -86.26056899999998)"
9543,Pharmacy,Goodman-Cook,6011 Hernandez Lakes,476-689-7146,MA,Cambridge,2142,42.36284,-71.084814,"(42.36284000000001, -71.084814)"
9544,Pharmacy,Berry-Palmer,26114 Johnson Islands Suite 713,830-826-5800,OK,Perkins,74059,36.096244,-97.000469,"(36.096244, -97.000469)"
9545,Pharmacy,"Allen, Cooper and Gordon",2456 Amanda Skyway Suite 038,663-730-7591,DC,Washington,20472,38.893311,-77.014647,"(38.893311, -77.014647)"
9546,Pharmacy,"Smith, Bowers and Gilmore",741 Giles Corners Apt. 317,672-636-8005,LA,Metairie,70004,29.677893,-90.0901,"(29.677893, -90.0901)"
9547,Hospital,Evans Inc,669 Laura Greens,958-303-7996,KY,Lexington,40581,38.028269,-84.471505,"(38.028269, -84.47150500000002)"
9548,Pharmacy,Cohen-Patel,8992 Robinson Roads,633-239-7386,FL,Tampa,33660,27.871964,-82.438841,"(27.871964, -82.438841)"
9549,Pharmacy,"Williams, Kim and Weeks",65518 Ana Streets,979-272-1221,CA,Fresno,93730,36.79,-119.88,"(36.79, -119.88)"
9550,Hospital,"Khan, Ochoa and Walker",10943 Anderson Glens,479-217-1548,MA,Prides Crossing,1965,42.558113,-70.825743,"(42.558113, -70.825743)"
9551,Hospital,Clark-Chavez,479 Kelly Pike,657-464-5448,CT,W Hartford,6133,41.791776,-72.718832,"(41.791776, -72.71883199999998)"
9552,Hospital,"Shah, Hamilton and Lucas",3539 Skinner Forge Apt. 542,926-787-5495,CA,Burbank,91508,33.786594,-118.298662,"(33.786594, -118.298662)"
9553,Pharmacy,"Davidson, Rios and Williams",2816 Fletcher Lake,703-187-4631,CA,Littlerock,93543,33.786594,-118.298662,"(33.786594, -118.298662)"
9554,Pharmacy,"Morse, Baker and Collins",10520 Kristin Mall Suite 645,264-127-7303,NE,Hildreth,68947,40.337828,-99.043138,"(40.337828, -99.043138)"
9555,Pharmacy,Ryan PLC,501 Wade Spur Apt. 931,619-212-6341,SD,Gann Valley,57341,44.064873,-99.251509,"(44.064873, -99.251509)"
9556,Pharmacy,Morris PLC,474 Stephanie Loaf Apt. 978,976-758-0148,MO,Saint Louis,63128,38.491503,-90.377167,"(38.491503, -90.377167)"
9557,Hospital,"Malone, Schaefer and Humphrey",52610 Ronald Walk,868-491-6185,MO,Saint Louis,63167,38.638318,-90.427118,"(38.638318, -90.427118)"
9558,Pharmacy,"Anderson, Suarez and Sharp",977 Chelsea Pass,521-507-8618,WA,Kelso,98626,46.147274,-122.825047,"(46.147274, -122.825047)"
9559,Pharmacy,Bishop Group,837 Brian Trace,928-250-7494,PA,Greencastle,17225,39.805922,-77.726127,"(39.805922, -77.726127)"
9560,Pharmacy,Webb-Blackwell,861 Ward Spur Suite 574,772-806-1500,VT,Brandon,5733,43.655139,-73.121251,"(43.655139, -73.121251)"
9561,Pharmacy,Ramirez-Obrien,3922 Megan Landing Suite 425,644-110-3855,WA,Palouse,99161,46.770141,-117.157476,"(46.770141, -117.157476)"
9562,Pharmacy,Mckee-Brown,0106 Wendy Village Suite 527,507-599-7099,AL,Tuscaloosa,35487,33.307222,-87.585902,"(33.307222, -87.585902)"
9563,Pharmacy,Pratt-Schmidt,6961 Bryan Fords,847-856-6311,KS,Columbus,66725,37.169887,-94.889857,"(37.169887, -94.889857)"
9564,Pharmacy,Anderson-Vargas,5285 Rodriguez Turnpike Suite 737,792-791-6808,LA,Shreveport,71136,32.607556,-93.75256,"(32.607556, -93.75256)"
9565,Hospital,"Gutierrez, Alexander and Thomas",5536 Dawn Street Apt. 352,586-684-4571,WA,Seattle,98195,47.432251,-121.803388,"(47.432251, -121.80338799999998)"
9566,Pharmacy,Coffey-Mason,330 Sarah Fort Suite 779,204-783-4235,AL,Wing,36483,31.022268,-86.629331,"(31.022268, -86.62933100000002)"
9567,Hospital,"Smith, Russell and Gonzalez",0001 Renee Trail,123-161-0360,OH,Martinsburg,43037,40.29519,-82.322187,"(40.29519000000001, -82.322187)"
9568,Pharmacy,"Evans, Rodriguez and Murray",548 Reyes Spur,735-414-6918,LA,Olla,71465,31.805736,-92.208993,"(31.805736, -92.208993)"
9569,Pharmacy,"Jones, Cowan and Richard",325 Scott Square,955-746-6980,TX,Banquete,78339,27.804485,-97.80874,"(27.804485, -97.80874)"
9570,Pharmacy,"Nguyen, Brown and Franco",84241 Melissa Trail,350-876-2795,MI,Montrose,48457,43.003962,-83.873179,"(43.003962, -83.87317900000002)"
9571,Pharmacy,"Porter, Navarro and Orr",86522 Patricia Haven Apt. 442,921-614-6497,AR,Glencoe,72539,36.374704,-91.804608,"(36.374704, -91.804608)"
9572,Hospital,Rivera-Vargas,8321 Snyder Ville,519-232-6558,MO,Blodgett,63824,37.004204,-89.526567,"(37.004204, -89.526567)"
9573,Pharmacy,Warren-Carter,3968 Diana Station,350-043-7887,OH,Bowling Green,43402,41.376449,-83.613714,"(41.376449, -83.613714)"
9574,Pharmacy,"Harding, Grant and Ingram",3879 Crystal Turnpike Suite 341,541-564-3026,TX,Lazbuddie,79053,34.52997,-102.784583,"(34.52997, -102.784583)"
9575,Hospital,Gutierrez-Porter,1808 Steven Ranch Suite 796,840-378-5829,KY,North Middletown,40357,38.146395,-84.107655,"(38.146395, -84.10765500000002)"
9576,Hospital,"Smith, Johnson and Shea",600 Seth Spring Apt. 956,420-866-6225,NE,Hildreth,68947,40.337828,-99.043138,"(40.337828, -99.043138)"
9577,Pharmacy,Bender Ltd,874 Johnson Ports,699-598-7800,NE,Creighton,68729,42.490856,-97.919351,"(42.490856, -97.919351)"
9578,Pharmacy,"Silva, Thompson and Parker",83570 David Plains Apt. 078,173-563-1896,NC,Jacksonville,28540,34.726587,-77.414673,"(34.726587, -77.414673)"
9579,Pharmacy,Hartman-Williams,89748 Jesse Turnpike,943-265-5010,LA,New Orleans,70117,29.968553,-90.02845,"(29.968553000000004, -90.02845)"
9580,Pharmacy,Nielsen-Miller,1605 Hughes Burg Suite 196,885-703-3872,NE,Neligh,68756,42.216925,-98.13176,"(42.216925, -98.13176)"
9581,Pharmacy,Gould LLC,5577 Eric Turnpike,448-373-3393,TX,Whitesboro,76273,33.701372,-96.836522,"(33.701372, -96.836522)"
9582,Pharmacy,Wilson-Gross,5044 Julie View,846-653-7412,OH,Summerfield,43788,39.795107,-81.370927,"(39.795107, -81.37092700000002)"
9583,Pharmacy,"Clark, Clarke and Montgomery",29620 John Drive Apt. 034,538-163-8208,IN,Evansville,47720,38.059937,-87.637962,"(38.059937, -87.637962)"
9584,Pharmacy,Fry Group,3149 Miller Land Apt. 585,571-041-8510,WV,Squire,24884,37.375246,-81.653889,"(37.375246, -81.653889)"
9585,Pharmacy,Garza-James,39540 Nicole Gateway,487-334-4798,IN,Gary,46409,41.545636,-87.304186,"(41.545636, -87.304186)"
9586,Pharmacy,"Wilson, Brady and Chase",80496 Michael Crossing,246-181-0244,TN,Chattanooga,37403,35.047273,-85.292207,"(35.047273, -85.29220699999998)"
9587,Pharmacy,"Cook, Hughes and Knight",0162 Doyle Parks Suite 447,948-355-8319,AR,Oak Grove,72660,36.466366,-93.370349,"(36.466366, -93.370349)"
9588,Pharmacy,"Henderson, Gordon and Garcia",99317 Louis Stream Apt. 883,322-170-7761,CA,Los Angeles,90006,33.786594,-118.298662,"(33.786594, -118.298662)"
9589,Pharmacy,"Mcneil, Navarro and Ortega",2464 Courtney Stream,687-793-5363,SC,Seneca,29679,34.607898,-82.939668,"(34.607898, -82.93966800000003)"
9590,Hospital,Valentine PLC,91259 Denise Isle Suite 380,375-589-0262,CO,Holyoke,80734,40.587166,-102.272326,"(40.587166, -102.272326)"
9591,Hospital,Garcia-Knapp,058 Ryan Field,431-025-6401,MO,Burlington Junction,64428,40.447528,-95.063022,"(40.44752800000001, -95.063022)"
9592,Pharmacy,Leach Inc,657 Davis Court,244-171-2703,CA,Oak Park,91377,34.032383,-119.1343,"(34.032383, -119.1343)"
9593,Pharmacy,Tran Inc,2083 Shawn Fall,559-313-2803,WV,Fairmont,26554,39.494115,-80.221282,"(39.494115, -80.22128199999999)"
9594,Pharmacy,Smith-Lane,62968 Parker Mills,928-578-2553,OR,Molalla,97038,45.078408,-122.565028,"(45.078408, -122.565028)"
9595,Hospital,"Fisher, Johnson and King",99638 Stephanie Rapid,405-230-5835,VA,Richmond,23249,37.524246,-77.493157,"(37.52424600000001, -77.493157)"
9596,Pharmacy,"Howard, Patel and Williams",4067 Mcfarland Extensions Suite 606,134-544-9364,FL,Grand Island,32735,28.904429,-81.743634,"(28.904429, -81.743634)"
9597,Pharmacy,"Brown, Moss and Hurst",22085 Richardson Village Apt. 022,209-824-3972,AK,Seldovia,99663,59.449486,-151.700915,"(59.449486, -151.70091499999995)"
9598,Hospital,Richards-Bailey,58010 Stevenson Stravenue,776-862-3302,TN,Five Points,38457,35.035472,-87.291424,"(35.035472, -87.29142399999998)"
9599,Pharmacy,Bradshaw Group,1875 Yang Village Apt. 130,879-468-1934,NH,North Stratford,3590,44.695648,-71.387387,"(44.695648, -71.387387)"
9600,Pharmacy,Brown-Peterson,63021 Stephanie Pass Apt. 455,783-817-9736,WA,Ocean Shores,98569,47.071971,-124.152461,"(47.07197100000001, -124.15246100000002)"
9601,Pharmacy,"Murphy, Williams and Glover",789 Kelly Row,572-010-0097,VA,Lovettsville,20180,39.220432,-77.659636,"(39.220432, -77.65963599999998)"
9602,Pharmacy,"Sandoval, Smith and Mccarty",951 Collins Cliffs,250-184-3847,OK,Tulsa,74130,36.242342,-95.955453,"(36.242342, -95.955453)"
9603,Hospital,Mccall-Potter,00922 Christine Fork,950-389-4388,MS,Mccomb,39649,31.17494,-90.403987,"(31.174940000000007, -90.403987)"
9604,Pharmacy,Martinez-Chang,40404 Daniel Brooks,160-341-2775,MS,Crowder,38622,34.173057,-90.136429,"(34.173057, -90.136429)"
9605,Hospital,Gomez-Campbell,227 Tina Ville,686-281-1378,IN,Universal,47884,39.622129,-87.454769,"(39.622129, -87.454769)"
9606,Hospital,Hudson and Sons,8500 Curtis Parkway Apt. 131,623-183-0835,CT,Westport,6880,41.144496,-73.343261,"(41.144496, -73.343261)"
9607,Pharmacy,"Moore, Brown and Thomas",08207 Andrea Streets,237-408-4682,ID,Indian Valley,83632,44.560567,-116.462903,"(44.560567, -116.462903)"
9608,Pharmacy,"Fitzgerald, Carney and Fletcher",10247 Bradley Greens,812-784-3993,GA,Thomasville,31799,30.880968,-83.885902,"(30.880968, -83.885902)"
9609,Pharmacy,Reese LLC,9991 Alexis Field Apt. 950,621-858-1275,ME,Newagen,4552,44.021333,-69.523263,"(44.021333, -69.523263)"
9610,Pharmacy,"Hill, Brandt and Keith",5874 Sheri Wells,892-487-2731,ND,Ruso,58778,47.746583,-100.931173,"(47.746583, -100.931173)"
9611,Pharmacy,Ibarra PLC,4118 Laura Lodge,346-217-9297,WA,Port Angeles,98362,48.051108,-123.360411,"(48.051108, -123.360411)"
9612,Hospital,Ryan-Cox,227 Christopher Mount Apt. 210,590-620-5030,AL,Alexander City,35010,32.930079,-85.805026,"(32.930079, -85.805026)"
9613,Pharmacy,"Mueller, Harding and Chavez",6301 Craig Spurs,995-089-0330,NC,Durham,27704,36.037132,-78.828086,"(36.037132, -78.828086)"
9614,Pharmacy,Riley LLC,178 Mike Valleys,310-770-9882,IN,Bargersville,46106,39.489652,-86.102271,"(39.489652, -86.102271)"
9615,Pharmacy,Davis-Woods,7327 Jamie Squares,712-064-3120,PA,New Tripoli,18066,40.652611,-75.759361,"(40.652611, -75.759361)"
9616,Pharmacy,Howard LLC,157 Matthew Knolls,334-212-3626,ID,Squirrel,83447,44.319199,-111.60171,"(44.319199, -111.60171)"
9617,Pharmacy,Barker PLC,410 Lopez Prairie Apt. 139,842-339-9759,NC,Mooresville,28115,35.688136,-80.819825,"(35.688136, -80.819825)"
9618,Pharmacy,Shah and Sons,477 Johnson Rue Suite 844,727-759-8828,MI,Merrill,48637,43.389643,-84.309397,"(43.389643, -84.309397)"
9619,Pharmacy,Avery-Jackson,82248 Duarte Tunnel Suite 612,535-522-8689,AK,Cooper Landing,99572,60.491478,-149.770159,"(60.491478, -149.770159)"
9620,Hospital,"Drake, Andrews and Martinez",924 James Fort Suite 637,466-849-3967,AK,Iliamna,99606,59.752463,-154.823629,"(59.752463, -154.823629)"
9621,Pharmacy,Hogan-Marsh,5399 Jonathan Estate Apt. 764,938-815-5984,GA,Leary,39862,31.52,-84.5,"(31.52, -84.5)"
9622,Pharmacy,Marshall-Thomas,4130 Todd Alley Suite 171,716-805-7490,MO,Saint Louis,63133,38.678651,-90.305113,"(38.678651, -90.305113)"
9623,Pharmacy,Steele Group,3013 Megan Summit Apt. 794,435-404-7772,IA,Grafton,50440,43.320548,-93.200006,"(43.320548, -93.200006)"
9624,Pharmacy,"Norton, Nunez and Barr",6125 Rick Port Suite 899,152-565-6411,TX,Neches,75779,31.794191,-95.661964,"(31.794191, -95.661964)"
9625,Hospital,Drake-Clayton,35487 Heather Stream,332-265-8497,WV,Charleston,25396,38.296818,-81.554655,"(38.296818, -81.55465500000003)"
9626,Hospital,Jacobs-Guzman,93318 Hatfield Harbor,773-688-4863,TX,El Paso,79911,31.694842,-106.299987,"(31.694842, -106.29998700000002)"
9627,Pharmacy,"Edwards, Wright and Prince",7571 Norris Grove Apt. 325,289-066-5653,AR,Beebe,72012,35.173395,-91.808393,"(35.173395, -91.808393)"
9628,Pharmacy,"Smith, Zimmerman and Gonzales",723 Christine Point Suite 929,252-557-6038,NY,Buffalo,14233,42.768413,-78.887094,"(42.768413, -78.88709399999998)"
